"PL_PAL_ShortDescription","PL_PAL_Identification","PL_ADD_Address1","PL_ADD_Address2","PL_ADD_Zip","PL_ADD_City","PL_ADD_Latitude","PL_ADD_Longitude"
"Yamato Minato Inaei","PCJ02697","Yamato Minato Inaei","Aichi-ken, Nagoya-shi, Minato-ku, Jinguji, 1 Chome 509","455-0834","Nagoya","35.094715","136.847335"
"Yamato Nakamura Kusanagi","PCJ02694","Yamato Nakamura Kusanagi","Aichi-ken, Nagoya-shi, Nakamura-ku, Kusanagicho 1 Chome-80","453-0064","Nagoya","35.171212","136.851135"
"Yamato Fujieda Daito","PCJ02659","Yamato Fujieda Daito","Shizuoka-ken, Fujieda-shi, Daitocho 820","426-0044","Fujieda","34.825542","138.274120"
"Yamato Fujinomiya Koizumi","PCJ02640","Yamato Fujinomiya Koizumi","Shizuoka-ken, Fujinomiya-shi, Koizumi 265-1","418-0022","Fujinomiya","35.209201","138.634205"
"Yamato Shimizu Ejiridai","PCJ02622","Yamato Shimizu Ejiridai","Shizuoka-ken, Shizuoka-shi, Shimizu-ku, Ejiridaimachi 23-29","424-0044","Shizuoka","35.024388","138.470999"
"Yamato Fuji Takaoka","PCJ02636","Yamato Fuji Takaoka","Shizuoka-ken, Fuji-shi, Atsuhara 108-1","419-0201","Fuji","35.183105","138.655902"
"Yamato Inazawa Kounomiya","PCJ02727","Yamato Inazawa Kounomiya","Aichi-ken, Inazawa-shi, Kounomiyajindencho 49-1","492-8139","Inazawa","35.258539","136.807990"
"Yamato Shizuoka Johoku","PCJ02619","Yamato Shizuoka Johoku","Shizuoka-ken, Shizuoka-shi, Aoi-ku, Johoku 31-1","420-0805","Shizuoka","34.999795","138.393562"
"Yamato Shizuoka Abeguchi","PCJ02621","Yamato Shizuoka Abeguchi","Shizuoka-ken, Shizuoka-shi, Aoi-ku, Shinden Yozaemon 3-2","421-2115","Shizuoka","35.014421","138.357807"
"Yamato Sapporo Motomachi","PCJ02188","Yamato Sapporo Motomachi","Hokkaido, Sapporo-shi, Higashi-ku, Fushiko 6jo, 3-4-17","007-0866","Sapporo","43.088895","141.393983"
"Yamato Fujinomiya Yodoshi","PCJ02642","Yamato Fujinomiya Yodoshi","Shizuoka-ken, Fujinomiya-shi, Yodoshi 143-1","418-0051","Fujinomiya","35.236835","138.599842"
"Minami Koshigaya Racoon","PCJ02290-170711","Minami Koshigaya Racoon","Saitama-ken, Koshigaya-shi, Minamikoshigaya 1 Chome-15-1","343-0845","Koshigaya","35.875047","139.793235"
"Yamato Saputsukushigaoka","PCJ02194","Yamato Saputsukushigaoka","Hokkaido, Sapporo-shi, Kiyota-ku, Utsukushigaoka 1 Jo 2 Chome-1-30","004-0811","Sapporo","42.989237","141.450395"
"Yamato Hamamatsu Wakabayashi","PCJ02657","Yamato Hamamatsu Wakabayashi","Shizuoka-ken, Hamamatsu-shi, Minami-ku, Wakabayashicho 1946-1","432-8051","Hamamatsu","34.692102","137.701735"
"Yamato Yokkaichi Hinaganishi","PCJ02706","Yamato Yokkaichi Hinaganishi","Mie-ken, Yokkaichi-shi, Hinaganishi 3 Chome-15-11","510-0891","Yokkaichi","34.950316","136.595362"
"Yamato Shizuoka Nakashima","PCJ02627","Yamato Shizuoka Nakashima","Shizuoka-ken, Shizuoka-shi, Suruga-ku, Nakajima 1006","422-8046","Shizuoka","34.940836","138.397992"
"Yamato Shizuoka Mariko","PCJ02625","Yamato Shizuoka Mariko","Shizuoka-ken, Shizuoka-shi, Suruga-ku, Kitamariko 1 Chome-6-19","421-0106","Shizuoka","34.948885","138.350368"
"Yamato Fujieda Horinouchi","PCJ02661","Yamato Fujieda Horinouchi","Shizuoka-ken, Fujieda, Horinouchi Azaidogami 456-1","426-0088","Fujieda","34.876154","138.223798"
"Yamato Nabari Kikyogaoka","PCJ02712","Yamato Nabari Kikyogaoka",,"518-0603","Nabari","34.657220","136.121083"
"Life Nakanoekimae","PCJ01994","Life Nakanoekimae","Tokyo-to, Nakano-ku, Nakano 5 Chome-33-13","164-0001","Tokyo","35.706803","139.667086"
"Yorkmart Harenoterasu Higashi Omiya","PCJ03051","Yorkmart Harenoterasu Higashi Omiya","Saitama-ken, Saitama-shi, Minuma-ku, Shimacho, 393","337-0006","Saitama","35.945294","139.652289"
"Yamato Kanie","PCJ02681","Yamato Kanie","Aichi-ken, Ama-gun, Kanie-cho, Kanie Shinden, Hachitanwari-118 ","497-0044","Ama","35.120244","136.774018"
"Yamato Hineno ","PCJ02490","Yamato Hineno","Osaka-fu, Izumisano-shi, Ichibanishi, 1 Chome-9-12 ","598-0006","Izumisano","34.401946","135.324096"
"Tobu Railway Kita Omiya station","PCJ01450","Tobu Railway Kita Omiya station","Saitama-ken, Saitama-shi, Omiya-ku, Dotecho 3 Chome-285","330-0801","Saitama","35.917135","139.624748"
"Yamato Iwata","PCJ02644","Yamato Iwata","Shizuoka-ken, Iwata-shi, Owara 482","437-1211","Iwata","34.694735","137.858162"
"Cocokarafine Kitamine","PCJ02924","Cocokarafine Kitamine","Tokyo-to, Ota-ku, Kitaminemachi 37","145-0073","Tokyo","35.585498","139.682981"
"Tobu Railway Toyoharu station","PCJ01449","Tobu Railway Toyoharu station","Saitama-ken, Kasukabe-shi, Kamihiruda 136-1","344-0046","Kasukabe","35.968026","139.725917"
"Yamato Hamamatsu Oroshihonmachi","PCJ02655","Yamato Hamamatsu Oroshihonmachi","Shizuoka-ken, Hamamatsu-shi, Minami-ku, Oroshihonmachi 10","432-8055","Hamamatsu","34.674383","137.722367"
"Max Valu  Tomigusuku","PCJ02891","Max Valu  Tomigusuku","Okinawa-ken, Tomigusuku-shi, Tagami 155-1","901-0234","Tomigusuku","26.175281","127.662336"
"Yamato Tenpaku Nonami","PCJ02689","Yamato Tenpaku Nonami","Aichi-ken, Nagoya-shi, Tenpaku-ku, Sugeta 1 Chome-1601","468-0043","Nagoya","35.114244","136.964273"
"Yamato Yokkaichi Fuji","PCJ02707","Yamato Yokkaichi Fuji","Mie-ken, Yokkaichi-shi, Mochibukucho 24-10","510-8012","Yokkaichi","34.998472","136.644446"
"Yamato Center Suzuka Asahigaoka","PCJ02702","Yamato Center Suzuka Asahigaoka","Mie-ken, Suzuka-shi, Nomachihigashi 1 Chome-11-1","510-0217","Suzuka","34.851261","136.571964"
"Max Valu  Takahara","PCJ02892","Max Valu  Takahara","Okinawa-ken, Okinawa-shi, Takahara 1 Chome-11-1","904-2171","Okinawa","26.327661","127.813853"
"Max Valu  Aja","PCJ02884","Max Valu  Aja","Okinawa-ken, Naha-shi, Aja 664-32","900-0003","Naha","26.239935","127.691005"
"Max Valu  Shintoshin Mekaru ten","PCJ02885","Max Valu  Shintoshin Mekaru ten","Okinawa-ken, Naha-shi, Mekaru 1 Chome 10-15","900-0004 ","Naha","26.230435","127.700283"
"Max Valu  Makishi","PCJ02886","Max Valu  Makishi","Okinawa-ken, Naha-shi, Makishi 2 Chome-10-1","900-0013 ","Naha","26.218809","127.690792"
"Max Valu  Awase","PCJ02893","Max Valu  Awase","Okinawa-ken, Okinawa-shi, Awase 4 Chome-5-7","904-2172","Okinawa","26.321155","127.829658"
"Max Valu  Tsubokawa","PCJ02888","Max Valu  Tsubokawa","Okinawa-ken, Naha-shi, Tsubogawa, 2 Chome-4-2","900-0025","Naha","26.203925","127.681194"
"Max Valu  Ichinichibashi","PCJ02890","Max Valu  Ichinichibashi","Okinawa-ken, Shimajiri-gun, Haebaru-cho, Kanegusuku 530","901-1111","Shimajiri","26.195958","127.720551"
"AEON Haebaru","PCJ03159","AEON Haebaru","Okinawa-ken, Shimajiri-gun, Haebaru-cho, Miyahira 264","901-1104","Shimajiri","26.201313","127.737950"
"Yamato Okazaki Hashira","PCJ02678","Yamato Okazaki Hashira","Aichi-ken, Okazaki-shi, Makimidocho, Sumiyaki-27","444-0205","Okazaki","34.921254","137.138990"
"Minami Koshigaya Racoon","PCJ02290","Minami Koshigaya Racoon","Saitama-ken, Koshigaya-shi, Minamikoshigaya 1 Chome-15-1","343-0845","Koshigaya","35.875047","139.793235"
"Yamato Sapporo Naebo","PCJ02191","Yamato Sapporo Naebo","Hokkaido, Sapporo-shi, Higashi-ku, Kita 10 johigashi, 17-1","065-0010","Sapporo","43.076799","141.378734"
"Yamato Sapporo Okadama","PCJ02193","Yamato Sapporo Okadama","Hokkaido, Sapporo-shi, Higashi-ku","007-0837","Sapporo","43.105696","141.386582"
"Yamato Kuwana Hoshikawa","PCJ02708","Yamato Kuwana Hoshikawa","Mie-ken, Kuwana-shi, Nukata 340-1","511-0911","Kuwana","35.059104","136.645303"
"Inageya Kimitsu ten","PCJ02357","Inageya Kimitsu ten","Chiba-ken, Kimitsu-shi, Sotominowa, 2 Chome-26-1","299-1173","Kimitsu","35.318358","139.923432"
"Yamato Kuwana Eba","PCJ02709","Yamato Kuwana Eba","Mie-ken, Kuwana, Oaza Eba Aza Nagaori 455-3","511-0836","Kuwana","35.049953","136.694005"
"Tobu Railway Takesato station","PCJ01447","Tobu Railway Takesato station","Saitama-ken, Kasukabe-shi, Oba 450","344-0021","Kasukabe","35.949025","139.770593"
"Welcia Machidatakinosawa","PCJ03035","Welcia Machidatakinosawa","Tokyo-to, Machida-shi, Kisomachi 120-1","194-0033","Tokyo","35.558430","139.432613"
"Tobu Railway Daishimae station","PCJ01446","Tobu Railway Daishimae station","Tokyo-to, Adachi-ku, Nishiarai 1 Chome-3-1","123-0841","Tokyo","35.778775","139.781341"
"Yamato Ichinomiya Nishishima","PCJ02726","Yamato Ichinomiya Nishishima","Aichi-ken, Ichinomiya-shi, Nishijimacho 2 Chome-1","491-0062","Ichinomiya","35.320281","136.805428"
"Yamato Sapshinkotoni","PCJ02189","Yamato Sapshinkotoni","Hokkaido, Sapporo-shi, Kita-ku, 1 Jo Shinkotoni 1 Chome-4-20","001-0901","Sapporo","43.102084","141.326828"
"Yamato Meito Takayashiro","PCJ02719","Yamato Meito Takayashiro","Aichi-ken, Nagoya-shi, Moriyama-ku, Shikenya 2 Chome-307","463-0034","Nagoya","35.191240","137.012946"
"Yamato Nagoya Mataho","PCJ02721","Yamato Nagoya Mataho","Aichi-ken, Nagoya-shi, Nishi-ku, Sunaharacho 155","452-0811","Nagoya","35.227413","136.891416"
"Welcia Tachikawakashira","PCJ03037","Welcia Tachikawakashira","Tokyo-to, Tachikawa-shi, Kashiwacho 1 Chome-20","190-0004","Tokyo","35.720835","139.413430"
"Yamato Hamamatsu Hatsuoi","PCJ02648","Yamato Hamamatsu Hatsuoi","Shizuoka-ken, Hamamatsu-shi, Kita-ku, Hatsuoicho 375-1","433-8112","Hamamatsu","34.764166","137.726616"
"Decathlon Valence","PCF00116","Decathlon Valence","19 rue Marcel Barbu","26000","Valence","44.950097","4.929133"
"Welcia Nagareyama Nonoshita","PCJ02454","Welcia Nagareyama Nonoshita","Chiba-ken, Nagareyama-shi, Nonoshita 3 Chome 756-1","270-0135","Nagareyama","35.864850","139.937730"
"Sanwa Kouhoku New Town","PCJ03123","Sanwa Kouhoku New Town","Kanagawa-ken, Yokohama-shi, Tsuzuki-ku, Chigasakichuo 14-1","224-0032","Yokohama","35.542910","139.573259"
"Welcia Hannomidoricho","PCJ03055","Welcia Hannomidoricho","Saitama-ken, Hanno-shi, Midoricho 2-6","357-0024","Hanno","35.851161","139.329917"
"Life Miyazakidai","PCJ02048","Life Miyazakidai","Kanagawa-ken, Kawasaki-shi, Miyamae-ku, Miyazaki 2 Chome-3-8","216-0033","Kawasaki","35.588772","139.592753"
"Welcia Sodegaura Yokota","PCJ02935","Welcia Sodegaura Yokota","Chiba-ken, Sodegaura-shi, Yokota, 2630-6","299-0236","Sodegaura","35.384569","140.017536"
"Yamato Sapporo Asabucho","PCJ02187","Yamato Sapporo Asabucho","Hokkaido, Sapporo-shi, Kita-ku, Jonishi Kita 32 2 Chome-1-18","001-0032","Sapporo","43.099099","141.344866"
"Welcia Tatikawawakabacho","PCJ03038","Welcia Tatikawawakabacho","Tokyo-to, Tachikawa-shi, Wakabacho 3 Chome-21-1","190-0001","Tokyo","35.720442","139.437027"
"Life Tsurumi Shitanoyacho","PCJ02133","Life Tsurumi Shitanoyacho","Kanagawa-ken, Yokohama-shi, Tsurumi-ku, Shitanoyacho 1 Chome-27","230-0047","Yokohama","35.500793","139.679373"
"Welcia sanmu Narutou","PCJ03068","Welcia sanmu Narutou","Chiba-ken, Sanmu-shi, Naruto 491-2","289-1326","Sanmu","35.600203","140.408017"
"Auchan  Epinay","PCF00112","Auchan Epinay sur Seine","5 Avenue de Lattre de Tassigny,  ","93800","Épinay-sur-Seine","48.953883","2.313316"
"FNAC Montparnasse ","PCF00113","FNAC Montparnasse ","136 rue de rennes ","76006","Paris ","48.845904","2.325607"
"Ippei Real Estate Shonandai Station Shop","PCJ01557","Ippei Real Estate Shonandai Station Shop","Kanagawa-ken, Fujisawa-shi, Shonandai 1 Chome-4-11","252-0804","Fujisawa","35.397169","139.468106"
"Welcia Chibaoyumino","PCJ01836","Welcia Chibaoyumino","Chiba-ken, Chiba-shi, Midori-ku, Oyumino 3 Chome-1","266-0031","Chiba","35.563214","140.176769"
"Honmoku Front Shopping Mall","PCJ02232","Honmoku Front Shopping Mall","Kanagawa-ken, Yokohama-shi, Naka-ku, Kominatocho 2 Chome-100-4","231-0802","Yokohama","35.430379","139.664655"
"Yamato Yuigahama","PCJ01196","Yamato Yuigahama","Kanagawa-ken, Kamakura-shi, Tokiwa 375-6","248-0022","Kamakura","35.324662","139.524302"
"Yamato Aoba Kuroganecho","PCJ01286","Yamato Aoba Kuroganecho","Kanagawa-ken, Yokohama-shi, Aoba-ku, Kuroganecho 752","225-0025","Yokohama","35.559885","139.523607"
"Welcia Ichiharakokubunjidai","PCJ02933","Welcia Ichiharakokubunjidai","Chiba-ken, Ichihara-shi, Minamikokubunjidai 4 Chome-1-1","290-0075","Ichihara","35.492013","140.117805"
"Tokyo Metro Sumiyoshi","PCJ03070","Tokyo Metro Sumiyoshi","Tokyo-to, Koto-ku, Sumiyoshi 2 Chome-23-12","135-0002","Tokyo","35.689032","139.815754"
"Welcia Sakuraterasaki","PCJ02459","Welcia Sakuraterasaki","Chiba-ken, Sakura-shi, Terazakikita 1 Chome-7-3","285-0819","Sakura","35.710667","140.219107"
"Yamato Tsuzuukiodana","PCJ01273","Yamato Tsuzuukiodana","Kanagawa-ken, Yokohama-shi, Tsuzuki-ku, Higashiyamatacho 903-1","224-0024","Yokohama","35.555202","139.601408"
"Yamato Saitama kamito","PCJ01378","Yamato Saitama kamito","Saitama-ken, Iruma-gun, Miyoshi-machi, Kitanagai 74-1","354-0044","Iruma","35.841158","139.506994"
"Yamato Hodogaya Kunugidai","PCJ01305","Yamato Hodogaya Kunugidai","Kanagawa-ken, Yokohama-shi, Asahi-ku, Nishikawashimacho 140","241-0012","Yokohama","35.469773","139.558274"
"Yamato Irumabushi","PCJ01362","Yamato Irumabushi","Saitama-ken, Iruma-shi, Shinko 120-1","358-0055","Iruma","35.851718","139.348390"
"Yorkmart Lalagarden Kawaguchi","PCJ03034","Yorkmart Lalagarden Kawaguchi","Saitama-ken, Kawaguchi-shi, Miyacho 18-9","332-0028","Kawaguchi","35.805400","139.698467"
"Tokyo Metro Suitengumae station","PCJ03069","Tokyo Metro Suitengumae station","Tpoyo-to, Chuo-ku, Nihonbashikakigaracho 2 Chome 1-1","103-0014","Tokyo","35.682932","139.785225"
"Yamato Ofuna","PCJ01199","Yamato Ofuna","Kanagawa-ken, Kamakura-shi, Sekiya 714","247-0075","Kamakura","35.359948","139.510080"
"JR Central Fujieda Station","PCJ01579","JR Central Fujieda Station","Shizuoka-ken, Fujieda-shi, Ekimae, 1 Chome-1","426-0034","Fujieda","34.849490","138.251885"
"Welcia Kamogawa Hiorba","PCJ03061","Welcia Kamogawa Hiorba","Chiba-ken, Kamogawa-shi, Hiroba 1000-1","296-0044","Kamogawa","35.114967","140.113224"
"Yamato Kinugasa","PCJ01189","Yamato Kinugasa","Kanagawa-ken, Yokosuka-shi, Koyabe 3 Chome-6-6","238-0026","Yokosuka","35.248241","139.665246"
"You Me Class Chigasaki","PCJ02141","You Me Class Chigasaki","Kanagawa-ken, Chigasaki-shi, Misumicho 2-1","253-0023","Chigasaki","35.332786","139.426591"
"Welcia Yotsukaidotsunomori","PCJ02457","Welcia Yotsukaidotsunomori","Chiba-ken, Yotsukaido-shi, Yotsukaido, 1531-6","284-0005","Yotsukaido","35.664093","140.160949"
"Welcia Kitamotonakamaru","PCJ02269","Welcia Kitamotonakamaru","Saitama-ken, Kitamoto-shi, Nakamaru 2 Chome-3","364-0013","Kitamoto","36.023603","139.542809"
"Primetree Akaike","PCJ03161","Primetree Akaike","Aichi-ken, Nisshin-shi, Akaikecho Minote 2-757","470-0126","Nisshin","35.118829","137.022136"
"Welcia Ichihara Goi Chuohigashi","PCJ02930","Welcia Ichihara Goi Chuohigashi","Chiba-ken, Ichihara-shi, Goi Chuohigashi 2-26-3","290-0054","Ichihara","35.510313","140.093956"
"Yamato Saitama Kamisato","PCJ01336","Yamato Saitama Kamisato","Saitama-ken, Kodama-gun, Kamisato-machi, Shichihongi 2019-1","369-0306","Kodama","36.247824","139.151481"
"Yamato Saitama Kodama","PCJ01337","Yamato Saitama Kodama","Saitama-ken, Honjo-shi, Kodama Kodamacho 860-1","367-0212","Honjo","36.183518","139.142070"
"Yamato Funabashi Futawa","PCJ01797","Yamato Funabashi Futawa","Chiba-ken, Funabashi-shi, Futawanishi 3 Chome-17-10","274-0806","Funabashi","35.745049","140.019161"
"Yamato Chigasakiyaba","PCJ01237","Yamato Chigasakiyaba","Kanagawa-ken, Chigasaki-shi, Yabata 608","253-0085","Chigasaki","35.334367","139.398214"
"Yamato Honjoukodama Kougyou danchi","PCJ01338","Yamato Honjoukodama Kougyou danchi","Saitama-ken, Kodama-gun, Kamisato-machi, Kami 1267-1","369-0307","Kodama","36.223404","139.138528"
"Yamato Honjyochuou","PCJ01332","Yamato Honjyochuou","Saitama-ken, Honjo-shi, Higashiikakko 659","367-0024","Honjo","36.229340","139.211659"
"Yamato Minamiashigara","PCJ01773","Yamato Minamiashigara","Kanagawa-ken, Minamiashigara-shi, Takematsu 260-3","250-0111","Minamiashigara","35.324522","139.112852"
"Yamato Funabashi Shibayama","PCJ01793","Yamato Funabashi Shibayama","Chiba-ken, Funabashi-shi, Hasamacho, 2 Chome 684-3","274-0822","Funabashi","35.708511","140.019016"
"Yamato Yokkaichi Sakura","PCJ02705","Yamato Yokkaichi Sakura","Mie-ken, Yokkaichi-shi, Chishakucho 6207-1","512-1212","Yokkaichi-shi","34.992414","136.547183"
"Neopost Test","USA99999","478 Wheelers Farm Rd.",,"06461","Milford","41.247136","-73.079167"
"Yamato Ageohirakata","PCJ01054","Yamato Ageohirakata","Saitama-ken, Ageo, Ageoshimo, 795-3","362-0025","Ageo","35.969978","139.614432"
"Yamato Shibayama","PCJ01127","Yamato Shibayama","Chiba-ken, Sanbu-gun, Shibayama-machi, Iwayama 1264-3","289-1608","Sanbu","35.736531","140.407452"
"Yamato Ashigarayamakita","PCJ01774","Yamato Ashigarayamakita","Kanagawa-ken, Ashigarakami-gun, Yamakita-machi, Mukohara 2479-1","258-0111","Ashigarakami","35.356339","139.109944"
"Yamato Higashimatsuyama Shingo","PCJ01343","Yamato Higashimatsuyama Shingo","Saitama-ken, Higashimatsuyama-shi, Ishibashi 1473-3","355-0072","Higashimatsuyama","36.034320","139.379602"
"Lion Mansion Mitsuwa Koen","PCJ02925","Lion Mansion Mitsuwa Koen","Kanagawa-ken, Yokohama-shi, Nishi-ku, Kitakaruizawa 8-2","220-0001","Yokohama","35.470895","139.611562"
"Yamato Ashigaranakai","PCJ01779","Yamato Ashigaranakai","Kanagawa-ken, Ashigarakami-gun, Nakai-machi, Inokuchi 1986-1","259-0151","Ashigarakami","35.339819","139.229808"
"Yamato Higashimatsuyama Iwahana","PCJ01344","Yamato Higashimatsuyama Iwahana","Saitama-ken, Higashimatsuyama-shi, Matsuyama 1657-1","355-0005","Higashimatsuyama","36.054671","139.408988"
"Yamato Fushimi Otesu","PCJ02552","Yamato Fushimi Otesu","Kyoto-fu, Kyoto-shi, Fushimi-ku, Minamiyanagiosacho Shimotoba 75","612-8490","Kyoto","34.934927","135.742795"
"Yamato Sanrizuka","PCJ01126","Yamato Sanrizuka","Chiba-ken, Narita-shi, Oshimizu 8-1","286-0122","Narita","35.770090","140.353051"
"Yamato Toyoharu","PCJ01079","Yamato Toyoharu","Saitama-ken, Kasukabe-shi, Kamihiruda 600-1","344-0046","Kasukabe","35.965337","139.727389"
"Yamato Oba","PCJ01078","Yamato Oba"," Saitama-ken, Kasukabe-shi, Oba Nakajima Koen","344-0021","Kasukabe","35.948966","139.767554"
"Yamato Fushimi Shimotoba","PCJ02537","Yamato Fushimi Shimotoba","Kyoto-fu, Kyoto-shi, Fushimi-ku, Minaminekoyacho 49","612-8379","Kyoto","34.937648","135.749501"
"Yamato Fushimi Takeda","PCJ02524","Yamato Fushimi Takeda","Kyoto-fu, Kyoto-shi, Fushimi-ku, Higashikoyanouchicho Takeda 78","612-8448","Kyoto","34.951053","135.749221"
"FNAC La  Défense","PCF00115","FNAC DEFENSE","2 place de la defense ","92035","Paris La Défense","48.892174","2.240194"
"Yamato Higashiurawa","PCJ01091","Yamato Higashiurawa","Saitama-ken, Saitama-shi, Midori-ku Mamiyanaka 622-1","336-0965","Saitama","35.882234","139.721729"
"Yamato Tako","PCJ01147","Yamato Tako","Chiba-ken, Katori-gun, Tako-machi, Tako 3571-20","289-2241","Katori","35.746767","140.472312"
"Yamato Zushi","PCJ01184","Yamato Zushi","Kanagawa-ken, Zushi-shi, Kotsubo 7 Chome-2-20","249-0008","Zushi","35.305543","139.562431"
"Yamato Saitama Okabe","PCJ01333","Yamato Saitama Okabe","Saitama-ken, Fukaya-shi, Yamaga 1213-1","369-0217","Fukaya","36.200680","139.234799"
"Yamato Tsudukieda","PCJ01274","Yamato Tsudukieda","Kanagawa-ken, Yokohama-shi, Tsuzuki-ku, Kachidacho 1012","224-0034","Yokohama","35.545267","139.591545"
"Yamato Kumagaya Miizugahara","PCJ01339","Yamato Kumagaya Miizugahara","Saitama-ken, Fukaya-shi, Orinokuchi 1808-1","366-0812","Fukaya","36.162449","139.290847"
"Yamato Hidakamusashidai","PCJ01358","Yamato Hidakamusashidai","Saitama-ken, Hidaka-shi, Yaenda 41-1","350-1236","Hidaka","35.891319","139.332935"
"Yamato Sakuragi","PCJ01087","Yamato Sakuragi","Saitama-ken, Saitama-shi, Omiya-ku, Sakuragicho 4 Chome-635","330-0854","Saitama","35.898266","139.618327"
"Yamato Chichibu Kagemori","PCJ01335","Yamato Chichibu Kagemori","Saitama-ken, Chichibu-shi, Kamikagemori 753-7","369-1872","Chichibu","35.980397","139.065340"
"Yamato Oyaguchi","PCJ01092","Yamato Oyaguchi","Saitama-ken, Saitama-shi, Minami-ku, Hirogayato 120-1","336-0041","Saitama","35.861654","139.685455"
"Yamato Kukikawarai","PCJ01059","Yamato Kukikawarai","Saitama-ken, Kuki, Yokebori Egawa Higashi911-2","346-0027","Kuki","36.047392","139.634270"
"Yamato Koshigayafuna","PCJ01095","Yamato Koshigayafuna","Saitama-kene, Koshigaya, Funato, Fukushima 479-1","343-0003","Koshigaya","35.931505","139.795069"
"Yamato Saitama Washinomiya","PCJ01098","Yamato Saitama Washinomiya","Saitama-ken, Nishiowa, Kuki-shi 2054-1","340-0206","Nishiowa","36.047541","139.634144"
"Yamato Saitama Kawashima","PCJ01352","Yamato Saitama Kawashima","Saitama-ken, Hiki-gun, Kawajima-machi, Hiranuma 852","350-0131","Hiki","35.987430","139.468250"
"Yamato Izumino","PCJ01178","Yamato Izumino","Kanagawa-ken, Yokohama-shi, Izumi-ku, Kamiiidacho 2243-1 ","245-0018","Yokohama","35.428964","139.484161"
"Yamato Tama Sugebanba","PCJ01275","Yamato Tama Sugebanba","Kanagawa-ken, Kawasaki-shi, Tama-ku, Sugebanba 2 Chome 3-8","214-0004","Kawasaki","35.628041","139.539993"
"Yamato Mimuro","PCJ01063","Yamato Mimuro","Saitama-ken, Saitama, Midori Ward, Mimuro, Aza Minami Juku 1650-3","336-0911","Saitama","35.347749","136.728482"
"Yamato Tsurumi Asahicho","PCJ01290","Yamato Tsurumi Asahicho","Kanagawa-ken, Yokohama-shi, Tsurumi-ku, Asahicho 1 Chome 9-2","230-0033","Yokohama","35.501247","139.696144"
"Yamato Midorinagatsuta","PCJ01278","Yamato Midorinagatsuta","Kanagawa-ken, Yokohama-shi, Midori-ku, Nagatsutacho 4047","226-0026","Yokohama","35.520972","139.491124"
"Yamato Kamishirane","PCJ01311","Yamato Kamishirane","Kanagawa-ken, Yokohama-shi, Asahi-ku, Kamishiranecho 1133","241-0001","Yokohama","35.492125","139.530309"
"Yamato Suzuya","PCJ01076","Yamato Suzuya","Saitama-ken, Saitama-shi, Chuo-ku, Suzuya 7 Chome-4-9","338-0013","Saitama","35.873598","139.625130"
"Yamato Saitamamiyashiro","PCJ01036","Yamato Saitamamiyashiro","Saitama-ken, Minamisaitama-gun, Miyashiro-machi, Monma 1014-1","345-0801","Minamisaitama","36.020434","139.723140"
"Yamato Shiroi","PCJ01802","Yamato Shiroi","Chiba-ken, Shiroi-shi, Ne 177-15","270-1431","Shiroi","35.778624","140.045478"
"Yamato Hannou minamicho","PCJ01363","Yamato Hannou minamicho","Saitama-ken, Hanno-shi, Ochiai 388-1","357-0047","Hanno","35.834440","139.318195"
